Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,96.519997,101.589996,93.680000,98.160004,85.859169,97906200
2015-02-01,98.339996,104.519997,97.059998,103.870003,91.176819,89156300
2015-03-01,104.099998,105.459999,101.500000,103.209999,90.597473,95688400
2015-04-01,102.660004,104.449997,99.010002,99.290001,87.156525,100783700
2015-05-01,100.930000,104.930000,97.870003,102.379997,90.180145,81060400
2015-06-01,102.900002,106.879997,99.139999,104.879997,92.382233,98006500
2015-07-01,105.750000,113.650002,103.629997,112.470001,99.067795,83710300
2015-08-01,113.169998,113.580002,81.370003,102.400002,90.483124,117236500
2015-09-01,100.639999,103.589996,94.540001,96.480003,85.252068,101016300
2015-10-01,96.489998,106.000000,95.029999,98.779999,87.284409,129439100
2015-11-01,99.449997,101.080002,90.099998,94.089996,83.422279,111664700
2015-12-01,94.669998,99.599998,92.370003,97.769997,86.685066,116295400
2016-01-01,96.169998,97.150002,92.349998,96.589996,85.638832,106640900
2016-02-01,95.889999,98.790001,86.500000,97.169998,86.539986,117685300
2016-03-01,98.160004,104.400002,97.580002,103.730003,92.382347,89201000
2016-04-01,103.360001,105.000000,99.870003,100.500000,89.505699,75276300
2016-05-01,100.500000,106.669998,96.199997,96.449997,86.253082,113233400
2016-06-01,96.459999,98.669998,91.750000,95.739998,85.618141,128145900
2016-07-01,95.879997,98.239998,92.160004,92.720001,82.917427,84647900
2016-08-01,92.580002,98.660004,92.250000,93.400002,83.893593,107359200
2016-09-01,93.559998,94.199997,88.099998,88.989998,79.932449,116764600
2016-10-01,88.790001,88.919998,82.550003,84.099998,75.540161,134074200
2016-11-01,84.339996,84.889999,69.300003,76.889999,69.405418,239348700
2016-12-01,76.620003,81.239998,76.110001,78.910004,71.228798,157497200
2017-01-01,79.580002,84.720001,77.029999,78.809998,71.138527,139763700
2017-02-01,78.650002,81.860001,74.050003,80.580002,73.175987,145440300
2017-03-01,81.099998,81.690002,77.570000,78.500000,71.287109,145650700
2017-04-01,78.379997,82.900002,76.559998,82.440002,74.865089,119165500
2017-05-01,82.440002,83.300003,75.690002,76.830002,70.219238,145781900
2017-06-01,76.839996,82.150002,75.459999,80.459999,73.536896,152677000
2017-07-01,80.769997,81.339996,76.480003,79.930000,73.052513,91104200
2017-08-01,79.900002,80.300003,74.589996,77.339996,71.144997,112507600
2017-09-01,77.540001,84.000000,77.300003,81.320000,74.806213,104104400
2017-10-01,81.349998,81.610001,68.010002,68.529999,63.040691,209664500
2017-11-01,68.820000,77.790001,66.449997,76.599998,70.927925,177501500
2017-12-01,75.620003,76.589996,69.519997,72.500000,67.131523,221043800
2018-01-01,73.059998,83.879997,72.870003,78.690002,72.863159,183092200
2018-02-01,78.300003,79.199997,67.309998,67.730003,63.104511,177533800
2018-03-01,67.699997,69.559998,60.139999,62.209999,57.961479,177442500
2018-04-01,62.060001,71.080002,60.450001,69.830002,65.061096,176910900
2018-05-01,69.230003,69.750000,60.320000,63.389999,59.512711,199917200
2018-06-01,63.849998,72.919998,62.660000,64.349998,60.413986,195743300
2018-07-01,63.939999,70.339996,63.709999,64.860001,60.892799,135350200
2018-08-01,65.000000,75.309998,63.230000,75.239998,71.174347,154750500
2018-09-01,74.980003,79.970001,72.820000,78.720001,74.466286,152916000
2018-10-01,79.050003,80.559998,69.169998,72.389999,68.478340,172422800
2018-11-01,72.739998,82.150002,72.260002,80.199997,76.390678,190282900
2018-12-01,80.199997,80.669998,62.060001,65.519997,62.407951,210945000
2019-01-01,64.860001,69.739998,63.139999,65.550003,62.436539,216609800
2019-02-01,64.500000,70.320000,57.560001,57.830002,55.502995,262074100
2019-03-01,58.150002,58.740002,51.930000,53.930000,51.759922,340702800
2019-04-01,54.160000,54.889999,51.770000,54.380001,52.191814,264898900
2019-05-01,56.849998,57.750000,51.720001,52.369999,50.744785,229170300
2019-06-01,52.540001,55.750000,52.459999,54.490002,52.798992,172384800
2019-07-01,55.099998,60.130001,54.119999,55.869999,54.136162,155573100
2019-08-01,55.799999,62.580002,53.000000,60.919998,59.558666,207466800
2019-09-01,60.439999,65.250000,59.689999,63.070000,61.660625,133868500
2019-10-01,63.200001,67.330002,60.139999,66.389999,64.906433,141771200
2019-11-01,66.860001,77.029999,66.709999,75.269997,74.144974,165836100
2019-12-01,75.220001,75.910004,72.639999,74.290001,73.179634,113459600
