Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,105.160004,107.739998,100.239998,104.419998,92.644577,109808700
2015-02-01,104.779999,117.919998,101.570000,114.750000,101.809654,110415700
2015-03-01,114.860001,117.989998,111.580002,113.610001,100.798195,104110600
2015-04-01,113.879997,116.250000,106.620003,106.980003,95.404282,95675500
2015-05-01,106.980003,116.480003,106.849998,111.419998,99.363846,100397400
2015-06-01,111.970001,113.709999,109.029999,111.129997,99.105225,104809700
2015-07-01,112.449997,118.129997,110.169998,117.029999,104.921158,97800100
2015-08-01,117.620003,123.800003,92.169998,116.459999,104.410133,135234000
2015-09-01,113.989998,119.820000,111.800003,115.489998,103.540504,122128700
2015-10-01,116.230003,125.750000,114.709999,123.639999,111.411659,97180400
2015-11-01,124.239998,135.470001,118.610001,133.880005,120.638893,111416100
2015-12-01,133.520004,134.830002,130.009995,132.250000,119.170120,99749700
2016-01-01,130.110001,131.940002,113.589996,125.760002,113.823624,147050100
2016-02-01,124.919998,127.750000,109.620003,124.120003,112.339272,135914000
2016-03-01,124.779999,134.289993,123.980003,133.429993,120.765594,94146700
2016-04-01,133.100006,137.000000,131.750000,133.889999,121.848305,82951100
2016-05-01,134.369995,137.820007,130.020004,132.119995,120.237503,112394600
2016-06-01,132.119995,132.729996,123.620003,127.690002,116.807671,114046600
2016-07-01,128.289993,138.720001,128.119995,138.240005,126.458565,78399700
2016-08-01,138.059998,139.000000,133.600006,134.119995,122.689682,91331300
2016-09-01,134.479996,135.880005,125.349998,128.679993,118.316933,107739700
2016-10-01,128.199997,130.449997,121.620003,122.010002,112.184097,97360300
2016-11-01,121.690002,132.139999,119.199997,129.399994,118.978966,133565300
2016-12-01,129.339996,137.320007,128.679993,134.080002,123.936684,99553700
2017-01-01,135.100006,139.369995,133.050003,137.580002,127.171875,83138300
2017-02-01,137.660004,146.330002,136.330002,144.910004,133.947403,75930200
2017-03-01,146.720001,150.149994,145.830002,146.830002,135.722107,92996000
2017-04-01,146.940002,156.270004,145.759995,156.100006,145.168961,75716700
2017-05-01,156.220001,160.860001,153.279999,153.509995,142.760345,93676400
2017-06-01,153.520004,159.220001,150.750000,153.399994,143.482437,100510600
2017-07-01,154.389999,154.789993,144.250000,149.600006,139.928131,102500900
2017-08-01,150.240005,156.050003,146.889999,149.869995,140.180649,114385100
2017-09-01,150.259995,163.610001,149.759995,163.559998,153.890274,110280500
2017-10-01,164.199997,167.940002,161.509995,165.779999,155.979004,71346000
2017-11-01,166.419998,180.669998,160.529999,179.820007,169.188980,103227500
2017-12-01,180.320007,191.490005,176.699997,189.529999,179.228302,103713100
2018-01-01,190.210007,207.610001,187.820007,200.899994,189.980286,92074000
2018-02-01,199.339996,202.250000,175.419998,182.270004,172.362915,127014100
2018-03-01,182.750000,184.399994,171.559998,178.240005,168.551956,109321100
2018-04-01,177.149994,187.800003,170.419998,184.800003,175.752029,101369800
2018-05-01,184.729996,191.649994,181.199997,186.550003,177.416351,103145700
2018-06-01,187.210007,201.600006,186.520004,195.100006,186.586578,93713000
2018-07-01,193.820007,204.250000,192.119995,197.520004,188.900970,67987900
2018-08-01,196.860001,203.550003,191.089996,200.770004,192.009109,88542700
2018-09-01,200.690002,215.429993,200.500000,207.149994,199.126221,83962700
2018-10-01,208.520004,209.789993,170.910004,175.880005,169.067459,133142600
2018-11-01,176.839996,188.690002,167.000000,180.320007,173.335464,132549500
2018-12-01,183.289993,183.500000,158.089996,171.820007,166.152695,117667300
2019-01-01,169.710007,184.669998,168.210007,183.529999,177.476425,98771800
2019-02-01,184.029999,193.419998,182.449997,185.139999,179.033340,90471400
2019-03-01,185.820007,192.190002,179.520004,191.889999,185.560699,95115500
2019-04-01,192.990005,208.300003,192.850006,203.699997,198.447952,71203800
2019-05-01,203.199997,203.520004,186.270004,189.850006,184.955063,94651500
2019-06-01,189.520004,211.990005,188.750000,207.970001,202.607849,90786400
2019-07-01,209.699997,219.300003,208.169998,213.690002,209.640625,64169000
2019-08-01,214.139999,229.270004,199.050003,227.910004,223.591141,98962100
2019-09-01,226.449997,235.490005,220.669998,232.020004,227.623276,75292900
2019-10-01,233.009995,238.990005,222.119995,234.580002,231.540100,62598300
2019-11-01,236.070007,239.309998,216.880005,220.509995,217.652420,102466300
2019-12-01,220.899994,222.000000,210.610001,218.380005,215.550034,111759300
