Date,Open,High,Low,Close,Adj Close,Volume
2015-01-01,76.110001,77.750000,72.739998,73.610001,61.978767,114844600
2015-02-01,73.190002,78.400002,71.900002,76.830002,64.689964,84726200
2015-03-01,76.830002,82.809998,75.080002,82.070000,69.572617,116613900
2015-04-01,81.830002,83.980003,78.389999,78.830002,66.825996,83013000
2015-05-01,78.699997,81.370003,76.459999,79.320000,67.241371,98985800
2015-06-01,79.500000,85.809998,78.250000,81.629997,69.660889,108771500
2015-07-01,82.099998,85.309998,79.129997,81.849998,69.848648,88000700
2015-08-01,81.180000,84.620003,71.910004,77.849998,66.435135,143003900
2015-09-01,76.419998,79.980003,74.989998,78.660004,67.603477,92907100
2015-10-01,78.349998,80.169998,72.750000,77.180000,66.331520,122087700
2015-11-01,77.000000,78.699997,68.150002,72.500000,62.309322,133783100
2015-12-01,73.070000,75.000000,70.699997,72.610001,62.893803,95878500
2016-01-01,71.839996,76.000000,66.459999,72.419998,62.729206,119523500
2016-02-01,71.250000,79.169998,67.430000,78.449997,67.952316,113010300
2016-03-01,79.120003,84.000000,78.570000,82.279999,71.861176,121237200
2016-04-01,81.760002,84.139999,79.010002,79.500000,69.433189,78943400
2016-05-01,79.449997,80.510002,65.500000,68.779999,60.070641,180115100
2016-06-01,68.959999,70.580002,65.930000,69.820000,61.444687,139648500
2016-07-01,69.639999,77.379997,69.379997,75.330002,66.293739,85740500
2016-08-01,74.839996,76.440002,69.239998,70.190002,61.770302,136649600
2016-09-01,70.339996,71.430000,67.120003,68.680000,60.923626,125242200
2016-10-01,68.500000,69.559998,67.010002,68.730003,60.967972,74388800
2016-11-01,68.660004,79.330002,66.010002,77.239998,68.516884,138303400
2016-12-01,76.860001,78.580002,71.879997,72.230003,64.616074,103782200
2017-01-01,72.660004,74.239998,62.939999,64.480003,57.683018,135291100
2017-02-01,63.980000,67.080002,57.299999,58.770000,52.574924,136496200
2017-03-01,58.779999,59.330002,52.770000,55.189999,49.827129,206344800
2017-04-01,55.220001,56.290001,52.720001,55.849998,50.422997,109014100
2017-05-01,55.810001,58.650002,53.759998,55.150002,49.791019,183049700
2017-06-01,55.250000,58.330002,48.560001,52.290001,47.722073,195470600
2017-07-01,52.529999,56.750000,50.040001,56.669998,51.719444,123041000
2017-08-01,56.580002,59.209999,53.900002,54.529999,49.766388,176951100
2017-09-01,54.840000,60.439999,54.840000,59.009998,54.461784,120364500
2017-10-01,58.790001,63.619999,55.770000,59.040001,54.489475,131869500
2017-11-01,58.799999,63.099998,54.040001,59.900002,55.283192,195179700
2017-12-01,60.000000,66.449997,58.900002,65.250000,60.845413,119941200
2018-01-01,65.949997,78.699997,65.059998,75.220001,70.142403,174394500
2018-02-01,74.629997,78.430000,68.389999,75.410004,70.319580,115853600
2018-03-01,75.510002,75.750000,67.769997,69.430000,65.277878,140961400
2018-04-01,69.029999,73.690002,67.440002,72.599998,68.258316,86169500
2018-05-01,71.870003,77.629997,68.330002,72.889999,68.530968,132244600
2018-06-01,72.930000,79.589996,72.580002,76.120003,72.181702,100549100
2018-07-01,75.750000,81.290001,74.779999,80.680000,76.505760,74236300
2018-08-01,80.599998,88.889999,78.339996,87.500000,82.972916,116639600
2018-09-01,87.410004,90.389999,86.379997,88.209999,84.303680,75477600
2018-10-01,88.330002,89.389999,81.070000,83.629997,79.926506,106675800
2018-11-01,83.510002,87.930000,66.120003,70.959999,67.817581,153420400
2018-12-01,72.430000,72.639999,60.150002,66.089996,63.687214,121838400
2019-01-01,65.059998,73.070000,64.760002,73.000000,70.345993,112264800
2019-02-01,73.099998,73.709999,69.070000,72.639999,69.999084,93832100
2019-03-01,73.589996,81.559998,71.959999,80.260002,78.027634,109471700
2019-04-01,80.610001,83.650002,74.730003,77.419998,75.266624,92402600
2019-05-01,77.800003,82.250000,70.029999,80.449997,78.212349,140085400
2019-06-01,80.599998,89.150002,80.559998,86.610001,84.959587,93655800
2019-07-01,87.550003,89.510002,85.680000,86.400002,84.753586,84270200
2019-08-01,86.190002,109.330002,80.029999,107.040001,105.000275,181561800
2019-09-01,106.769997,110.940002,104.680000,106.910004,105.678345,81057000
2019-10-01,107.330002,114.830002,104.010002,106.910004,105.678345,92868600
2019-11-01,108.059998,127.970001,107.019997,125.010002,123.569824,129620200
2019-12-01,125.699997,130.240005,122.330002,128.210007,127.484474,76128500
